Medium,Datum,Titel,URL,Inhalt,Kurzkommentar
NDR Podcast,05.12.2025,Putins Verhandlungspirouette (mit Christian Mölling),"https://www.ndr.de/nachrichten/info/putins-verhandlungspirouette-mit-christian-moelling,audio-349646.html","In den Verhandlungen über ein Ende des Krieges gegen die Ukraine ist man offenbar nicht vorankommen, ein Waffenstillstand scheint immer noch in weiter Ferne. Christian Mölling, Senior Fellow bei der Brüsseler Denkfabrik European Policy Centre ordnet im Gespräch mit Host Anna Engelke den Stand der Dinge ein und spricht über die Rolle der USA und Russlands. Einmal mehr habe man sich bei den Verhandlungen im Kreis gedreht. Mit Blick auf die USA glaubt der Sicherheitsexperte, dass es den Amerikanern vor allem ums Geschäft geht. Es gehe dagegen nicht um die NATO und die europäische Sicherheit. Mölling schätzt auch ein, wie groß der Hebel ist, den die Europäer aufgrund des in der EU eingefrorenen russischen Staatsvermögens haben. Der Bundestag hat am Freitag das Gesetz zum ""Neuen Wehrdienst"" beschlossen. Kai Küstner berichtet über die durchaus leidenschaftliche Debatte im Parlament. Er analysiert noch einmal die wichtigsten Eckpunkte des Gesetzes und stellt auch die Zahlen des ""Aufwuchspfades"" vor. Werden die nicht erreicht, bleibt die Zahl derer, die sich freiwillig für die Bundeswehr melden, hinter den Erwartungen zurück, ist erneut der Bundestag gefragt: Um die bestehenden Lücken zu füllen, soll dann eine teilweise Rückkehr zur Wehrpflicht beschlossen werden. Ob dann das Los oder - wie oft gespottet wurde - eine Lotterie entscheidet, wer eingezogen wird, liegt in den Händen des Parlaments. Außerdem berichtet Kai über die aktuelle militärische Lage in und um Pokrowsk, den aktuellen Stand der Verhandlungen zu einem Kriegsende sowie Putins Drohung an die Adresse der Europäer, Russland sei zu einem Krieg mit Europa bereit. Danach, ergänzte der Machthaber, gebe es niemanden mehr zum Verhandeln. Zu Gast ist in dieser Folge erneut Christian Schweppe. Vor zwei Wochen hatte Anna mit dem Journalisten ausführlich über die Probleme beim Digitalfunk gesprochen, das größte Beschaffungsvorhaben im Verteidigungsministerium. Christian berichtet nach einer Presseveranstaltung zu dem Thema über den aktuellen Stand der Dinge und beantwortet die zahlreichen Hörerfragen, die uns erreicht haben. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de nterview mit Christian Mölling: https://www.ndr.de/nachrichten/info/audio-349564.html Was beinhaltet das Gesetz zum neuen Wehrdienst? https://www.tagesschau.de/inland/innenpolitik/wehrdienst-ueberblick-100.html Putins Interview mit India Today: https://www.youtube.com/watch?v=-vddfGAFmLU Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Synapsen - Long Covid: Wo stehen wir? https://www.ndr.de/nachrichten/info/audio-347486.html",
ORF News,08.04.2026,USA und Iran vereinbaren Waffenruhe,https://orf.at/stories/3426192/,Eine weitere Eskalation des Iran-Krieges ist vorerst abgewendet. Unter Vermittlung des pakistanischen Premierministers Shebaz Sharif stimmten die USA und der Iran in der Nacht auf Mittwoch einem zweiwöchigen Waffenstillstand zu. Die Einigung kam nach Angaben von US-Präsident Donald Trump weniger als zwei Stunden vor dem Ablauf seines Ultimatums an den Iran zustande.,
NDR Podcast,07.04.2026,Kündigt Trump Kriegsverbrechen an? (mit Jana Puglierin),"https://www.ndr.de/nachrichten/info/kuendigt-trump-kriegsverbrechen-an-mit-jana-puglierin,audio-3219210.html","Die riskante Rettungsaktion eines US-Soldaten im Iran ist geglückt - Präsident Trump ist so einer schweren Schmach entgangen. Trotzdem wütet er verbal wilder denn je: Trump hat dem Iran mit der vollständigen Zerstörung all seiner Brücken und Kraftwerke gedroht, gar davon gesprochen, das Land in die Steinzeit zu bomben und seine Machthaber als ""Mistkerle” und ""Tiere"" beschimpft. Kai Küstner und Stefan Niemann beleuchten diese Drohungen, die Reaktion des Iran und bewerten die Chancen für die Vermittlung einer Waffenruhe. Die Hosts erzählen nach, wie die riskante Such - und Rettungsoperation auf iranischem Boden nach dem Abschuss eines F15-Jets ablief. Die Hosts ordnen außerdem die neuen Tiraden Trumps und seines Außenministers Rubio gegen die NATO ein, die sich neuerdings auch gegen den Verbündeten Südkorea richten. In der aktuellen Lage geht es um angebliche Pläne für die Sprengung einer Pipeline, die den Wahlkampf in Ungarn beeinflussen könnte. Thema ist auch die Absicht der Ukraine, sich gemeinsam mit den Europäern unabhängiger von US-Patriot-Flugabwehr-Systemen zu machen. Im Schwerpunkt dieser Ausgabe bewertet Sicherheitsanalystin Jana Puglierin, ob Trump mit seinen Drohungen, sämtliche Brücken und Kraftwerke des Iran zu zerstören, de facto ein Kriegsverbrechen angekündigt hat. Die Politikwissenschaftlerin analysiert, was die Lage im Nahen Osten für die NATO bedeuten könnte, und fordert die Europäer auf, gegenüber Trump stärker ""den Rücken gerade zu machen"". Sie kritisiert außerdem den Vorschlag des deutschen Außenministers Wadephul, das Prinzip der Einstimmigkeit in der EU für Außen- und Sicherheitspolitik aufzuheben. So will dieser auf Ungarns Blockade des für die Ukraine bestimmten Milliardenkredits reagieren und die EU handlungsfähiger machen. Der Vorschlag sei ""ein totes Pferd, auf dem weiter herumgeritten werde”, so Puglierin. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit Sicherheitsanalystin Dr. Jana Puglierin https://www.ndr.de/nachrichten/info/audio-3219090.html Wie riskant wäre ein US-Bodentruppen-Einsatz im Iran? https://www.tagesschau.de/ausland/amerika/iran-bodentruppen-szenarien-100.html Serbiens Geheimdienst: Ukraine nicht an Pipeline-Operation beteiligt https://www.politico.eu/article/serbia-duro-jovanic-ukraine-explosives-pipeline-hungary-election/ Ukraine will mit Europäern Patriot-Alternative entwickeln https://www.reuters.com/business/aerospace-defense/ukraine-missile-maker-targets-game-changer-air-defence-system-by-2027-2026-04-06/ Alle Folgen von ""Streitkräfte und Strategien"" https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,09.04.2026,Trump mit neuen Vorwürfen an NATO-Partner,https://orf.at/stories/3426341/,"Hinter verschlossenen Türen hat am Mittwoch (Ortszeit) im Weißen Haus ein Treffen zwischen US-Präsident Donald Trump und NATO-Chef Mark Rutte stattgefunden. Wie Trump danach mitteilte, warf er den NATO-Partnern erneut mangelnde Unterstützung im Krieg gegen den Iran vor – zugleich thematisierte er wieder den Streit über Grönland. Rutte sprach von einer „sehr offenen Diskussion zwischen zwei Freunden“ – Trump sei „eindeutig enttäuscht“.",
NDR Podcast,02.12.2025,Opfert Trump die Ukraine für Putin? (mit Rebecca Barth),"https://www.ndr.de/nachrichten/info/opfert-trump-die-ukraine-fuer-putin-mit-rebecca-barth,audio-346132.html","Der US-Sondergesandte der USA, Witkoff, trifft in Moskau den russischen Machthaber Putin. Zuvor hat er am Wochenende mit Unterhändlern der Ukraine in Florida gesprochen. Im Mittelpunkt steht ein Plan der USA, um den Krieg in der Ukraine zu beenden. ARD-Korrespondentin Rebecca Barth ordnet die Gespräche im Interview mit Host Kai Küstner ein. Es seien vor allem von US-amerikanischer Seite Personen beteiligt, die eher wenig politische Erfahrung hätten, aber Unternehmer seien. Kurz vor den Gesprächen hat Russland verkündet, die ukrainische Stadt Pokrowsk vollständig erobert zu haben. Die Ukraine widerspricht. Unabhängig davon, was nun stimmt, steht sie im Donbass unter enormem Druck. Rebecca beobachtet von Kiew aus die Situation und schildert ihre Eindrücke. Der Wunsch nach Frieden sei bei den Menschen sehr groß, die Hoffnung, dass er tatsächlich kommt, aber sehr klein. Die Ukraine stehe vor großen Problemen, die Situation sei in allen Bereichen maximal schwierig: an der Front, innerhalb der Gesellschaft und auf der diplomatischen Ebene. Rebecca spricht auch über Fehler, die die Ukraine gemacht hat. Derzeit wird das Land von einem Korruptionsskandal erschüttert, in dem Zusammenhang hat Ukraines Präsident Selenskyj seinen engsten Berater entlassen. Zum Schluss dieser Ausgabe blickt Kai auf den Angriff der USA auf ein venezolanisches mutmaßliches Schmugglerboot. Und auf die weltweiten Rüstungsausgaben, die sich auf einem Rekordhoch befinden. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de SIPRI-Bericht über weltweite Rüstungsumsätze: https://www.tagesschau.de/ausland/europa/sipri-umsatz-ruestung-waffen-100.html Putins Kriegsziele und Verhandlungsstrategie: https://www.tagesschau.de/ausland/europa/putin-strategie-ukraine-krieg-100.html Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Amerika, wir müssen reden! Was plant Trump in Venezuela? https://www.ardaudiothek.de/episode/urn:ard:episode:0673567cd2517d5a/",
ORF News,10.04.2026,Verhandlungsstart für Doppelbudget,https://orf.at/stories/3426366/,Am Freitag startet die Regierung die Verhandlungen für ihr geplantes Doppelbudget 2027/28. Dabei empfangen Finanzminister Markus Marterbauer (SPÖ) und die Staatssekretäre Barbara Eibinger-Miedl (ÖVP) und Josef Schellhorn (NEOS) jeweils zu dritt die einzelnen Ressortchefinnen und -chefs zu einem ersten Austausch über deren Vorstellungen. Basis für die Gespräche sind auch aktuelle Wirtschaftszahlen vor dem Hintergrund des Iran-Krieges. WIFO und IHS präsentieren am Freitag dazu ihre Frühjahrsprognosen.,
NDR Podcast,28.11.2025,Hat Putin einen Mann im Weißen Haus? (mit Thomas Schiller),"https://www.ndr.de/nachrichten/info/hat-putin-einen-mann-im-weissen-haus-mit-thomas-schiller,audio-342436.html","US-Präsident Donald Trump zeigt sich nach einer hektischen Woche diplomatischer Nachverhandlungen zum ""Friedensplan"" optimistisch über ein mögliches Ende der Kämpfe in der Ukraine. Doch hinter den Kulissen wachsen Zweifel, ob diese Hoffnung mehr als politisches Wunschdenken ist - vor allem wegen der umstrittenen Rolle von Steve Witkoff, den Trump kommende Woche erneut nach Moskau schicken will. Kai Küstner und Stefan Niemann sprechen in dieser Ausgabe über die neusten Enthüllungen zu Trumps Sondergesandten für die Ukraine. Kritiker werfen Witkoff vor, bei den Verhandlungen russische, statt amerikanischer Interessen zu vertreten. Gleichzeitig bleibt Moskau bei seinen Maximalforderungen und Putin zeigt sich unbeeindruckt von der Geschlossenheit der Europäer und ihrem erneuten Schulterschluss mit der Ukraine. Dennoch warnt deren Präsident Wolodymyr Selenskyj vor falschen Hoffnungen auf Frieden. Denn an der Front kommt es weiter zu schweren Kämpfen, mit neuen russischen Geländegewinnen und Berichten über mutmaßliche Kriegsverbrechen wie dem Erschießen ukrainischer Kriegsgefangener. Im Interview mit Kai Küstner bewertet Analyst und Consultant Thomas Schiller, inwieweit die moderne Kriegsführung in der Ukraine - gerade im Bereich Drohnen - aktuelle und künftige Konflikte weltweit beeinflusst. Der Afrika-Experte warnt davor, dass sich zum Beispiel Terrorgruppen das Knowhow aus dem Ukraine-Krieg aneignen könnten. Für Deutschland und Europa sieht Schiller großen Handlungsdruck: Die Bundeswehr müsse schneller beschaffen, Bürokratie abbauen und stärker mit internationalen Partnern zusammenarbeiten. Gleichzeitig warnt er davor, den sicherheitspolitischen Blick ausschließlich auf Russland zu richten. Schiller fordert einen ganzheitlichen sicherheitspolitischen Ansatz: Das Europäische Haus solle nicht nur die Eingangstür sichern, sondern auch die Terrassentür, also alle Seiten im Blick halten. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Interview mit Thomas Schiller, Analyst und Afrika-Experte: https://www.ndr.de/nachrichten/info/audio-342282.html tagesschau.de: Putin bleibt bei seinen Bedingungen - und droht https://www.tagesschau.de/ausland/asien/putin-drohung-ukraine-100.html Witkoff beriet Kreml – Bloomberg-Story: https://www.bloomberg.com/news/articles/2025-11-25/witkoff-advised-russia-on-how-to-pitch-ukraine-plan-to-trump Podcast-Tipp: ARD Klima Update “CO2 im Meer verpressen: eine gute Idee?“ https://www.ardaudiothek.de/sendung/ard-klima-update/urn:ard:show:71acd059ed116dc2/",
ORF News,11.04.2026,Crew „gesund und glücklich“ auf der Erde,https://orf.at/stories/3426543/,"„Eine perfekte Mission“: Nach ihrer historischen Mondumrundung sind die drei Astronauten und die Astronautin der „Artemis II“-Mission zurück auf der Erde. Die ersten Menschen, die seit über 50 Jahren in Mondnähe waren, landeten nach rund zehn Tagen im All mit der „Orion“-Kapsel plangemäß Freitagnachmittag (Ortszeit) im Pazifik, teilte die US-Raumfahrtbehörde NASA mit.",
NDR Podcast,10.04.2026,Iran am längeren Hebel als Trump? (mit Peter Neumann),"https://www.ndr.de/nachrichten/info/iran-am-laengeren-hebel-als-trump-mit-peter-neumann,audio-3222620.html","Die Erleichterung über den (fragilen) Waffenstillstand in Nahost hat sich schnell in Verwirrung verwandelt: Es gab Uneinigkeit, ob sich die Verabredung auch auf Libanon erstreckt, es gab Streit über das iranische Atomprogramm - und neue Spannungen rund um die strategisch entscheidende Straße von Hormus, inklusive möglicher Durchfahrtsgebühren für Tanker. Dass der Iran nun hier die Kontrolle ausübt, sei ein unglaublich mächtiger Hebel, den man auch so schnell nicht aus der Hand geben werde, sagt der Professor für Sicherheitsstudien am Kings’s College in London, Peter Neumann im Interview mit Kai Küstner: Diesen Hebel habe der Iran vor dem Krieg nicht gespielt, entdecke aber jetzt: ""Das gibt uns im Prinzip fast genauso viel Macht, wie wenn wir bereits eine Atombombe hätten."" Was die nun in Pakistan beginnenden Verhandlungen betreffe, sitze der Iran also an einem längeren Hebel als vor dem Krieg gedacht, so Peter Neumann. Wie glaubwürdig ist Trumps Krisenmanagement? Wie reagieren die US-Amerikaner auf das Verhalten ihres Präsidenten auf der internationalen Bühne? Und wie gefährlich sind die neuen Trump-Drohungen für die NATO? Die Hosts der aktuellen Ausgabe, Stefan Niemann und Kai Küstner, schalten Kollegin Astrid Corall dazu, die derzeit in Washington ist und die Politik im Land live miterlebt. Anschließend sprechen sie über die Lage in der Ukraine. Nachdem Präsident Selenskyj bereits vor Wochen eine Feuerpause über das orthodoxe Osterfest gefordert hatte, schlägt nun Russlands Machthaber dasselbe vor. Für rund 30 Stunden sollen die Waffen schweigen. Mit Blick auf den hohen Ölpreis und die immer noch gelockerten US-Sanktionen auf Russlands Ölexporte, mahnt Selenskyj, der Aggressor Putin dürfe nicht länger von den Auswirkungen des Nahost-Krieges profitieren. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit dem Sicherheitsexperten Prof. Dr. Peter R. Neumann https://www.ndr.de/nachrichten/info/audio-3222460.html Diskussion um das neue Wehrpflichtgesetz “Was tun, Herr General?” https://www.ardsounds.de/episode/urn:ard:episode:679e1c60ef29ac6d/ “Mit offenen Karten” von Arte zur Straße von Hormus https://www.arte.tv/de/videos/126925-035-A/mit-offenen-karten-im-fokus/ Feature von Deutschlandfunk Kultur zur israelisch-libanesischen Geschichte https://www.deutschlandfunkkultur.de/israel-libanon-krieg-100.html Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Synapsen ""Die Zukunft der Impfstoffe"" https://www.ndr.de/nachrichten/info/audio-3220458.html",
ORF News,12.04.2026,Vance verlässt Verhandlungen mit Iran,https://orf.at/stories/3426630/,"Die Friedensgespräche zwischen dem Iran und den USA im pakistanischen Islamabad sind nach nicht ganz 24 Stunden vorerst zu Ende. US-Vizepräsident JD Vance kündigte am Sonntag seine Abreise an. Zuvor habe er Teheran noch ein „letztes und bestes“ Angebot gemacht, sagte er. Zentraler Streitpunkt bleibt die Blockade der Straße von Hormus, aber auch abseits davon ist die Liste gegenseitiger Forderungen lang und scheint teils schwer erfüllbar.",
NDR Podcast,25.11.2025,Europa will bei Ukraine mitreden (mit Claudia Major),"https://www.ndr.de/nachrichten/info/europa-will-bei-ukraine-mitreden-mit-claudia-major,audio-338752.html","Die USA, die Ukraine, Europäer und Russland ringen derzeit um einen Plan, der den russischen Angriffskrieg in der Ukraine beenden soll. 28-Punkte hatten die USA offenbar gemeinsam mit Russland aufgeschrieben, nach Gesprächen mit der Ukraine sind laut aktuellen Berichten noch 19 übriggeblieben. Die Entwicklungen der vergangenen Tage, den aktuellen Stand der Dinge und die Lage in der Ukraine fasst Astrid Corall zunächst zusammen. Im Interview mit Host Kai Küstner bewertet dann Claudia Major, Senior Vice President für transatlantische Sicherheitsinitiativen beim German Marshall Fund, den ursprünglichen Plan, die potentiellen Folgen für Europa und die Änderungsvorschläge der Europäer. Sie nennt den 28-Punkte-Plan ein „Dokument der Großmachtpolitik“ der USA und Russlands, die über die Köpfe der Europäer und Ukrainer entschieden. “Für die Europäer ist es eine schwierige Nachricht, dass die USA sich als Verhandler, aber nicht mehr als Verbündeter, Alliierter Europas und der Ukraine sehen.” Es sei aber auch die Frage gerechtfertigt, warum es keinen europäischen Plan gab und die Europäer immer nur reagieren würden. Europa sei bislang nicht gewillt, seine wirtschaftlichen und militärischen Mittel auf den Tisch zu legen – oder habe sie nicht. Vor Schnellschüssen, nur um den Krieg zu beenden, warnt Claudia Major. Es müsse sichergestellt sein, dass ein verhandeltes Dokument nicht die “Keimzelle für den nächsten Krieg” sei. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit Claudia Majo vom German Marshall Fund: https://www.ndr.de/nachrichten/info/audio-338678.html Wer schrieb beim 28-Punkte-Plan mit? https://www.theguardian.com/commentisfree/2025/nov/24/donald-trump-peace-plan-kremlin-ukraine Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Bundesvibe über Wehrpflicht - jetzt streamen: https://1.ard.de/bundesvibe-wehrdienst",
ORF News,13.04.2026,Nahost-Krieg verschlimmert Not im Sudan,https://orf.at/stories/3426164/,"Der Bürgerkrieg im Sudan geht Mitte April in sein viertes Kriegsjahr – und die Not im Land, die als größte humanitäre Krise der Welt gilt, verschlimmert sich weiter. Das hat auch mit dem Krieg in Nahost zu tun, wie das Rote Kreuz, Ärzte ohne Grenzen und CARE gegenüber ORF.at bestätigen. Rot-Kreuz-Koordinator Christopher Bachtrog erwartet „verheerende Auswirkungen“ für die Menschen an Ort und Stelle.",
NDR Podcast,21.11.2025,28-Punkte: Plan für gerechten Frieden? (mit Christian Schweppe),"https://www.ndr.de/nachrichten/info/28-punkte-plan-fuer-gerechten-frieden-mit-christian-schweppe,audio-335750.html","Mit einem geheimen ""Friedensplan in 28 Punkten"" sucht die US-Regierung von Präsident Donald Trump offenbar den seit fast vier Jahren andauernden russischen Angriffskrieg in der Ukraine zu beenden. In der aktuellen Ausgabe sprechen Anna Engelke und Stefan Niemann über diesen an amerikanische Medien durchgestochenen ""Friedensplan"", der seinen Namen kaum verdient, weitgehend die Handschrift des Kremls trägt und Europa sowie die Ukraine kalt erwischt. Während Washington und Moskau das Papier noch herunterspielen, wächst in Europa die Sorge: Wurde über die Köpfe Kiews und Brüssels hinweg verhandelt - und werden am Ende Russlands Maximalforderungen bedient, der von Putin befohlene Angriffskrieg belohnt? Die Ukraine Korrespondentin Rebecca Barth analysiert im Gespräch, was bislang zum 28-Punkte-Plan bekannt ist. Sie bezeichnet das Schriftstück als ""wirres Papier"", das an der Dynamik des Krieges zum aktuellen Zeitpunkt nichts ändere. Stefan beleuchtet Russlands anhaltenden Terror aus der Luft, der die ukrainische Bevölkerung schwer belastet. Allein bei einem Raketenangriff auf die westukrainische Stadt Ternopil wurden 28 Menschen getötet, darunter drei Kinder. Außerdem spricht Anna Engelke in dieser Ausgabe mit dem Investigativ-Reporter und Buchautor Christian Schweppe über den neuen Digitalfunk der Bundesweher. Der Journalist beobachtet die deutsche Sicherheitspolitik bereits seit Jahren, war mit der Bundeswehr selbst in Afghanistan, Mali und Niger. Die aktuelle Technik sei laut Schweppe aus dem Jahr 1982 - mit der Erneuerung werde sie auf eine ganz neue Stufe gesetzt. Die Bundeswehr will mit dem Projekt ""Digitalisierung landbasierter Operationen"" alle Soldatinnen, Soldaten und Fahrzeuge in Echtzeit vernetzen. Es geht um eine ""vernetzte Operationsführung, da werden Daten in Echtzeit getauscht, da geht es um einen richtigen Informations- und Kommunikationsverbund”, so Schweppe. Doch die Software hakt, Zeitplan und Kosten laufen aus dem Ruder. Wer trägt die Verantwortung - Industrie, Beschaffungsamt oder Minister Pistorius selbst? Auch über die Rolle von Pistorius spricht Schweppe in dieser Ausgabe. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Interview mit dem Journalisten und Autor Christian Scheppe https://www.ndr.de/nachrichten/info/audio-335664.html Abc-News: Der 28-Punkte-Friedensplan der Trump-Regierung für Ukraine und Russland https://abcnews.go.com/International/trump-administrations-28-point-ukraine-russia-peace-plan/story?id=127735249 tagesschau.de: Viele Zugeständnisse - und nur vage Garantie https://www.tagesschau.de/ausland/europa/us-plan-ukraine-100.html Podcast-Tipp: ""Seweryna und die unsichtbaren Nazis"" https://www.ardaudiothek.de/sendung/urn:ard:show:fdb83c5530d71150/ ARD History: “Nürnberg 45 - Im Angesicht des Bösen” (TV-Dokudrama) https://1.ard.de/Nuernberg45",
ORF News,14.04.2026,Empörung über Selbstinszenierung als Jesus,https://orf.at/stories/3426808/,US-Präsident Donald Trump ist nach seinen Angriffen auf Papst Leo XIV. und seiner Selbstinszenierung als Jesus in die Defensive geraten. Kritik gab es vor allem von wichtigen Verbündeten: religiösen Gruppen in den USA und Italiens Ministerpräsidentin Giorgia Meloni.,
NDR Podcast,18.11.2025,Wie Schweden wegen Putin aufrüstet (mit Michael Claesson),"https://www.ndr.de/nachrichten/info/wie-schweden-wegen-putin-aufruestet-mit-michael-claesson,audio-332618.html","Schweden ist das jüngste NATO-Mitglied, nach mehr als 200 Jahren Neutralität war das Land im vergangenen Jahr dem Bündnis beigetreten. Bereits seit 2014 - nach der Annexion der Krim durch Russland - kümmert sich Schweden deutlich stärker um die eigene Verteidigung. Was genau das bedeutet und welche Konzepte entwickelt wurden, erklärt der Oberbefehlshaber der schwedischen Streitkräfte, Michael Claesson, im Gespräch mit Host Stefan Niemann. Der General schätzt ein, wie bedrohlich aus seiner Sicht Russland aktuell für Schweden und die anderen NATO-Staaten ist und er weist auf die wichtige Rolle hin, die sein Land in der Allianz und beim Schutz der Ostsee spielt. Während in Deutschland noch darüber diskutiert wird, ob es wirklich ohne Wehrpflicht gehen kann, hat Schweden diese schon vor einigen Jahren wieder eingeführt. Laut Claesson gibt es in der schwedischen Gesellschaft keine große Debatte darüber. Der General plädiert im Podcast außerdem dafür, die Ukraine stärker zu unterstützen, etwa mit gemeinsam produzierten Waffen. Der ukrainische Präsident ist auf Europatour und besucht verschiedene Länder. Von Frankreich will Selenskyj u.a. Rafale-Kampfjets und Flugabwehrsysteme kaufen. Die Hintergründe dazu liefert Kai Küstner. Er berichtet über den Versuch Selenskyjs, die Istanbuler Friedensgespräche wiederzubeleben und vom Druck auf Russland, den die EU und die USA erhöhen wollen. Stimmt Trump doch dem scharfen Kongress-Sanktionspaket gegen Russland zu? Außerdem blickt Kai auf die aktuelle Lage in der umkämpften Stadt Pokrowsk. Und auf zwei Ereignisse, die mit dem Krieg in Verbindung gebracht werden: Das Feuer auf einem türkischen Tankschiff und Sprengstoffanschläge auf eine strategisch wichtige Bahnlinie in Polen. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit General Michael Claesson: https://www.ndr.de/nachrichten/info/audio-332480.html Folge zu strategischer Bedeutung von Pokrowsk mit Franz-Stefan Gady: https://www.ardaudiothek.de/episode/urn:ard:episode:b86d8124c5d25354/ Interview mit Janis Kluge zur Wirkung von Sanktionen gegen Russland: https://www.ardaudiothek.de/episode/urn:ard:episode:3148993811c641ce/ Alle Folgen von “Streitkräfte und Strategien”: https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Alles Geschichte - Der History-Podcast https://www.ardaudiothek.de/sendung/urn:ard:show:fdb83c5530d71150/",
ORF News,15.04.2026,EU-Ambitionen mit Vorbildfunktion,https://orf.at/stories/3421064/,"Seit 2012 befindet sich Montenegro, der kleinste Staat auf dem Westbalkan, im Wartezimmer für den EU-Beitritt. Inzwischen gilt das rund 600.000-Einwohner-Land als Vorreiter unter den EU-Bewerbern und hofft auf eine Mitgliedschaft bis 2028. Die EU zeigt sich offen für einen raschen Beitritt – nicht zuletzt aus geopolitischen Gründen. Am Mittwoch will der montenegrinische Außenminister Ervin Ibrahimovic in Wien für den EU-Beitritt seines Landes werben.",
NDR Podcast,14.04.2026,Wer wird Herrscher über Hormus? (mit Carlo Masala),"https://www.ndr.de/nachrichten/info/wer-wird-herrscher-ueber-hormus,audio-3225942.html","Wir beginnen die heutige Folge mit einem ungewöhnlichen Schlagabtausch: US-Präsident Donald Trump gegen Papst Leo XIV. – politische Härte und Unberechenbarkeit treffen auf moralische Autorität. Während der Pontifex den Krieg in Nahost und indirekt auch seinen Landsmann scharf kritisiert, reagiert Trump mit demonstrativer Verachtung. Und das, obwohl er die Unterstützung der christlichen Wähler bei den Kongresswahlen im kommenden Herbst doch so dringend benötigt. Stefan Niemann und Kai Küstner analysieren außerdem die Lage an der Straße von Hormus, die sich mehr und mehr zum neuralgischen Punkt der globalen Machtpolitik entwickelt: Die USA reagieren auf Teherans Vorgehen an der Meerenge mit einer eigenen Blockade-Strategie, die gezielt die iranischen Häfen und das Ölgeschäft treffen soll - der Beginn einer neuen Eskalationsspirale oder der Versuch, doch noch Bewegung in festgefahrene Verhandlungen zu bringen? Darüber spricht Stefan Niemann im Interview mit dem Politikwissenschaftler Carlo Masala, der gleichermaßen einschätzt, ob etwa NATO-Staaten wie Deutschland in die riskante Strategie der US-Amerikaner hineingezogen werden könnten. Seine Prognose: Kein einziges Mitgliedsland wird sich an einer Operation in der Straße von Hormus beteiligen. Im Ukraine-Krieg liegt eine Verhandlungslösung in sehr weiter Ferne. Die angekündigte Feuerpause über Ostern war allenfalls eine teilweise Waffenruhe. Interessant ist jedoch, dass Analysten in letzter Zeit die militärische Lage der Ukraine deutlich optimistischer sehen als noch vor ein paar Wochen. Was vor allem an Technologie-Sprüngen auf Seiten der Ukraine liegt – und obwohl der hohe Ölpreis Putin hilft. Die Hosts blicken außerdem auf den Machtwechsel in Ungarn und die potenziellen Folgen für die Ukraine und diskutieren die europäischen Rüstungskooperationen. Der von französischen Medien berichtete Ausstieg Frankreichs aus dem Eurodrohnen-Projekt stellt nicht nur Zeitpläne und Kosten infrage, sondern wirft ein Licht auf den grundsätzlichen Zustand gemeinsamer Verteidigungsinitiativen. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit dem Politikwissenschaftler Carlo Masala: https://www.ndr.de/nachrichten/info/audio-3225904.html Alle Folgen von “Streitkräfte und Strategien”: https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: 11KM Stories – Schattendeals (Folge 1-5): https://www.ardsounds.de/sendung/11km-stories/urn:ard:show:6bb046d00989db56/",
ORF News,16.04.2026,US-Konzertriese Live Nation verurteilt,https://orf.at/stories/3427041/,"Das Mutterunternehmen des Konzertkartenverkäufers Ticketmaster, Live Nation Entertainment, ist am Mittwoch (Ortszeit) in New York wegen illegaler Monopolbildung verurteilt worden. „Live Nation und Ticketmaster haben viel zu lange Fans und Künstler ausgenutzt, indem sie die Ticketpreise erhöht und jegliche Konkurrenz, die ihre Marktposition bedrohte, unterdrückt haben“, sagte die New Yorker Generalstaatsanwältin Letitia James nach dem Urteil.",
